user_id,0,1,2,3,4,5,6,7,8,9
76561197960872619,388080,952860,266410,384300,477740,431730,795630,785170,440520,249550
76561197960963211,785170,388080,384300,390560,664430,440520,427520,24980,266410,676500
76561197960968055,388080,384300,39210,785170,413420,664430,935270,621220,427520,831560
76561197961062450,785170,676500,440520,39210,664430,427520,292030,1147660,413420,33210
76561197961143714,413420,795630,888790,388080,10,441770,45300,384300,413620,249550
76561197961153078,384300,785170,1147660,22500,39210,440520,585410,1097420,497180,33210
76561197961160166,785170,758190,33650,431730,863590,697610,251060,1097420,990050,418910
76561197961192182,785170,418910,1085660,676500,764030,899770,39210,664430,218230,984780
76561197961213286,431730,384300,785170,1098340,523120,24960,529240,758190,388080,567640
76561197961232967,785170,39210,523120,1147660,583010,292030,384300,418910,567640,480650
76561197961312314,384300,785170,1147660,39210,523120,408760,585410,758190,428340,697610
76561197961347718,39210,10,586210,952860,266410,388080,440520,567640,683900,384300
76561197961377914,785170,1147660,22500,676500,39210,384300,834910,440520,764030,266410
76561197961379389,10,388080,39210,586210,658160,266410,567640,683900,45300,413420
76561197961550096,388080,266410,39210,45300,567640,260930,586210,10,493080,427520
76561197961743591,785170,39210,266410,523120,384300,1147660,1098340,251290,658160,529240
76561197961921277,431730,785170,418910,523120,493080,676500,24960,1085660,758190,39210
76561197962005852,388080,785170,39210,427520,664430,935270,1097420,440520,441770,573060
76561197962165534,390560,583010,388080,1098340,529240,523120,911220,696360,427030,785170
76561197962207688,676500,388080,664430,22500,583010,1147660,384300,785170,428340,418910
76561197962209646,785170,573060,2800,239700,523120,935270,291930,428180,760350,1147660
76561197962262567,22500,424250,441770,571530,229870,4890,935270,785170,573060,283600
76561197962280649,583010,10,39210,676500,292030,1147660,495280,831660,1087270,288120
76561197962283437,785170,39210,676500,266410,1147660,440520,384300,567640,952860,1098340
76561197962323450,39210,1147660,384300,440520,785170,33210,408760,292030,413420,676500
76561197962390470,785170,676500,1147660,22500,292030,664430,418910,288120,39210,440520
76561197962564051,785170,664430,676500,39210,388080,440520,292030,583010,384300,831560
76561197962617597,384300,785170,523120,388080,39210,428180,266410,1147660,2800,1097420
76561197962639450,266410,388080,39210,785170,427520,658160,567640,523120,834910,676500
76561197962641677,266410,785170,39210,586210,1097420,585410,834910,523120,758190,567640
76561197962830084,39210,785170,418910,523120,1085660,529240,518060,1147660,400040,384300
76561197962841461,785170,39210,1147660,384300,664430,935270,523120,22500,991780,984780
76561197962918871,785170,384300,39210,388080,440520,1147660,952860,664430,583010,6300
76561197962980791,39210,785170,523120,388080,676500,1085660,266410,583010,764030,567640
76561197962994176,785170,388080,523120,477740,493080,39210,266410,758190,585410,1098340
76561197963033581,758190,39210,384300,388080,1098340,431730,10,408760,888790,249550
76561197963073442,785170,384300,523120,431730,24980,418910,390560,428340,758480,697610
76561197963097829,785170,266410,39210,1097420,523120,427520,664430,764030,440520,707590
76561197963113553,266410,658160,239700,523120,785170,39210,615080,707590,991780,492800
76561197963270072,39210,658160,583010,523120,495280,10,1147660,418910,1085660,676500
76561197963302903,785170,39210,440520,33210,384300,518060,408760,758190,1147660,585410
76561197963360745,785170,390560,523120,418910,664430,758480,427520,447020,388080,573060
76561197963433420,39210,388080,440520,583010,477740,408760,10,952860,831560,585410
76561197963524790,39210,785170,388080,664430,676500,583010,831560,523120,759740,292030
76561197963541198,785170,384300,22500,1147660,676500,573060,440520,266410,427520,24980
76561197963658166,785170,266410,39210,523120,388080,1147660,384300,658160,567640,586210
76561197963715942,785170,523120,384300,266410,418910,388080,658160,39210,493080,428180
76561197963729555,785170,266410,523120,427520,573060,676500,390560,388080,948740,1097420
76561197963794696,683900,239700,266410,441770,1147660,586210,795630,421040,10,440520
76561197963869024,523120,785170,384300,493080,418910,39210,24960,658160,529240,431730
76561197964075344,676500,785170,292030,22500,418910,759740,33650,664430,288120,573060
76561197964130729,431730,758190,785170,24960,447020,523120,1098340,390560,676500,418910
76561197964215107,785170,266410,573060,664430,390560,935270,427520,523120,676500,666140
76561197964278929,785170,440520,33210,585410,384300,1097420,39210,477770,427520,266410
76561197964299762,384300,1147660,785170,22500,863590,428340,676500,251810,834910,697610
76561197964347422,39210,785170,384300,388080,523120,585410,1147660,664430,408760,477740
76561197964474724,384300,388080,785170,1147660,523120,583010,658160,266410,428180,428340
76561197964545169,785170,384300,523120,266410,388080,428180,39210,1147660,658160,529240
76561197964867733,39210,583010,785170,408760,33210,518060,292030,440520,1147660,664430
76561197965053240,390560,785170,573060,288120,689580,427520,666140,795630,440520,676500
76561197965161173,384300,785170,266410,1147660,431730,834910,523120,677180,952860,388080
76561197965167143,785170,266410,676500,573060,1147660,523120,427520,689580,39210,440520
76561197965648668,384300,39210,785170,388080,1147660,266410,935270,585410,1097420,440520
76561197965677689,785170,440520,676500,689580,266410,427520,666140,952860,47890,444970
76561197965837112,1098340,785170,523120,529240,658550,384300,758190,239660,760350,398100
76561197965853040,266410,676500,785170,834910,39210,431730,567640,388080,1147660,523120
76561197965951641,388080,266410,585410,39210,384300,440520,952860,10,1097420,287580
76561197966068088,1098340,583010,785170,523120,529240,388080,39210,658160,760350,292030
76561197966075661,10,683900,586210,39210,45300,952860,388080,676500,690770,257350
76561197966081405,785170,523120,418910,384300,266410,697610,1097420,1147660,984780,834910
76561197966243508,388080,266410,523120,658160,785170,431730,384300,493080,664430,676500
76561197966269516,785170,523120,418910,39210,1097420,384300,676500,1147660,266410,948740
76561197966276780,39210,785170,764030,518060,1097420,523120,418910,675240,1085660,1098340
76561197966312859,10,583010,39210,388080,676500,495280,45300,683900,567640,559340
76561197966503281,10,952860,676500,39210,388080,282400,440520,583010,1147660,831560
76561197966693526,384300,39210,388080,1147660,676500,785170,431730,408760,758190,440520
76561197966700164,785170,477770,427520,664430,1097420,831560,899770,390560,253490,738540
76561197966719407,785170,1098340,529240,390560,583010,292030,573060,288120,523120,760350
76561197966756665,785170,676500,39210,292030,567640,948740,1097420,431730,1147660,834910
76561197966904504,785170,1147660,523120,573060,935270,384300,39210,239700,266410,291930
76561197967029127,22500,418910,676500,612020,785170,523120,431730,266410,428340,834910
76561197967159562,658160,612020,523120,266410,785170,418910,493080,239700,834910,428180
76561197967165174,431730,785170,384300,834910,266410,22500,863590,676500,677180,840800
76561197967251861,583010,388080,39210,10,831560,495280,1085660,496640,664430,559340
76561197967254554,10,39210,388080,683900,586210,952860,583010,567640,676500,45300
76561197967275153,39210,10,388080,585410,586210,408760,440520,567640,758190,266410
76561197967280831,431730,676500,39210,758190,785170,523120,567640,493080,1097420,418910
76561197967283106,388080,785170,583010,39210,523120,676500,664430,292030,418910,266410
76561197967319321,676500,431730,266410,834910,843380,612020,567640,677180,493080,218230
76561197967370446,384300,266410,585410,785170,1097420,515230,224500,665330,773670,427520
76561197967387775,239700,39210,583010,683900,831660,658160,10,441770,388080,413420
76561197967401270,384300,952860,266410,440520,785170,834910,1147660,677180,11040,586210
76561197967475177,785170,1098340,266410,39210,523120,586210,938220,567640,948740,834910
76561197967555969,785170,384300,440520,33210,1147660,39210,518060,585410,601050,1097420
76561197967578704,785170,689580,573060,390560,440520,427520,664430,666140,288120,676500
76561197967594681,785170,266410,39210,1097420,523120,384300,1147660,834910,948740,440520
76561197967720033,39210,266410,785170,834910,1147660,523120,586210,1097420,384300,567640
76561197967729687,39210,785170,676500,266410,689580,440520,388080,991780,567640,764030
76561197967929636,676500,785170,266410,39210,1147660,834910,431730,567640,388080,952860
76561197967967874,39210,952860,384300,408760,10,11040,388080,251810,585410,758190
76561197968096448,785170,523120,1147660,418910,39210,935270,658160,266410,689700,573060
76561197968166365,523120,658160,612020,785170,418910,239700,266410,428180,1147660,760350
76561197968222517,388080,583010,39210,785170,664430,676500,292030,523120,831560,759740
76561197968314031,785170,39210,676500,834910,1147660,586210,266410,567640,1097420,948740
76561197968363626,39210,583010,388080,1085660,418910,493080,559340,495280,658160,523120
76561197968370133,39210,676500,785170,431730,758190,1085660,583010,24960,418910,292030
76561197968370543,785170,523120,39210,1097420,266410,493080,431730,418910,477770,384300
76561197968372684,384300,785170,523120,1147660,39210,583010,428180,658160,418910,388080
76561197968380715,390560,785170,990050,447020,427520,523120,391040,911220,477770,620980
76561197968381720,785170,33210,440520,518060,758190,39210,990050,384300,1097420,6010
76561197968489595,785170,676500,863590,431730,33210,22500,834910,384300,1097420,440520
76561197968604183,384300,785170,22500,1147660,676500,863590,428340,431730,24980,286220
76561197968605849,676500,283600,413420,231060,282400,990050,229870,431730,571530,1083880
76561197968611550,785170,384300,266410,1147660,39210,388080,523120,440520,795630,567640
76561197968836308,785170,39210,1147660,384300,583010,440520,292030,518060,529240,385250
76561197968839877,676500,785170,39210,431730,567640,834910,266410,523120,292030,418910
76561197968965604,384300,39210,785170,388080,1147660,440520,583010,477740,952860,408760
76561197969074214,785170,39210,388080,266410,676500,583010,523120,991780,664430,689580
76561197969183392,388080,10,45300,39210,583010,683900,567640,586210,266410,1098340
76561197969262292,388080,583010,10,1098340,39210,683900,658160,567640,266410,795630
76561197969286448,39210,266410,785170,493080,523120,834910,1097420,676500,1085660,567640
76561197969488179,384300,785170,523120,1147660,418910,39210,658160,697610,400040,428340
76561197969643484,785170,39210,676500,384300,523120,1147660,664430,418910,388080,431730
76561197969710404,785170,39210,418910,764030,676500,1085660,1097420,523120,518060,675240
76561197969810165,785170,523120,390560,388080,418910,24960,664430,384300,431730,911220
76561197969891574,10,39210,586210,676500,683900,266410,567640,229870,45300,441770
76561197970029419,758190,785170,384300,212500,33210,43100,840800,863590,15370,22500
76561197970239316,384300,863590,834910,22500,785170,1147660,428340,677180,697610,212500
76561197970391741,785170,39210,1097420,664430,32150,518060,384300,984780,523120,1147660
76561197970411760,785170,1098340,431730,758190,384300,529240,390560,249550,24960,1126320
76561197970416370,785170,39210,292030,676500,664430,418910,583010,523120,518060,440520
76561197970465189,785170,523120,431730,266410,390560,388080,612020,658160,427520,418910
76561197970512746,785170,384300,1147660,664430,440520,388080,991780,952860,758480,39210
76561197970514914,384300,388080,785170,39210,266410,477740,952860,1147660,585410,523120
76561197970522089,785170,990050,289520,6010,518060,1097420,859580,758190,459350,510510
76561197970522982,573060,990050,785170,288120,390560,292030,825630,291930,935270,583010
76561197970523880,785170,518060,990050,39210,440520,676500,33210,292030,689580,47890
76561197970533137,39210,10,585410,388080,384300,408760,690770,24720,758190,952860
76561197970548442,785170,1147660,288120,292030,676500,573060,583010,418910,291930,22500
76561197970566431,785170,39210,676500,1097420,664430,518060,573060,427520,935270,418910
76561197970593515,1098340,529240,758190,785170,39210,523120,24960,431730,583010,384300
76561197970611304,785170,39210,266410,523120,388080,991780,1097420,689580,935270,664430
76561197970692271,785170,1147660,39210,991780,266410,384300,440520,251290,676500,523120
76561197970694618,39210,518060,785170,675240,492800,764030,495280,1085660,533540,458730
76561197970905823,785170,390560,1098340,573060,991780,385250,507270,689580,388080,440520
76561197970923275,39210,583010,1098340,388080,785170,440520,477740,991780,408760,952860
76561197970952576,785170,39210,384300,585410,1097420,388080,523120,477770,758190,266410
76561197971108025,785170,390560,990050,384300,289520,427520,447020,758190,6010,1126320
76561197971146075,785170,689580,573060,440520,676500,288120,292030,991780,935270,47890
76561197971231167,785170,523120,573060,1147660,418910,291930,384300,32150,948740,935270
76561197971233997,785170,266410,384300,440520,388080,39210,523120,427520,664430,1097420
76561197971268180,785170,1098340,523120,447020,529240,266410,398100,760350,239660,390560
76561197971292043,990050,676500,292030,413420,6010,282400,33650,759740,288120,15370
76561197971304855,388080,431730,738540,676500,427520,523120,266410,390560,831560,785170
76561197971314173,384300,22500,785170,431730,676500,24980,1126320,497180,427520,477770
76561197971384573,384300,1147660,251810,39210,583010,10,39510,400800,22500,676500
76561197971433534,785170,440520,1147660,33210,39210,384300,22500,676500,664430,935270
76561197971510871,785170,384300,39210,1147660,408760,33210,440520,518060,758190,529240
76561197971653661,388080,785170,266410,664430,523120,39210,427520,676500,935270,384300
76561197971656367,785170,523120,388080,266410,39210,427520,664430,390560,1097420,384300
76561197971701813,952860,266410,676500,384300,440520,388080,1147660,834910,22500,10
76561197971768331,785170,39210,676500,418910,764030,523120,664430,292030,266410,689580
76561197971839541,785170,39210,676500,418910,1147660,523120,384300,664430,431730,1085660
76561197971943708,785170,523120,390560,384300,418910,529240,697610,573060,427520,758480
76561197971974654,676500,22500,418910,785170,664430,759740,33650,431730,292030,390560
76561197971984071,47410,22500,33650,418910,251060,863590,676500,39520,697610,412880
76561197972050732,785170,427520,266410,384300,390560,795630,440520,573060,413420,388080
76561197972161169,39210,785170,266410,1097420,523120,493080,834910,764030,1085660,418910
76561197972265180,523120,384300,223410,400040,785170,418910,477770,388080,24980,391040
76561197972316098,785170,39210,523120,266410,1097420,388080,427520,418910,493080,518060
76561197972339849,1147660,785170,39210,384300,418910,428340,408760,1085660,991780,764030
76561197972442923,583010,39210,292030,785170,529240,1098340,1147660,384300,408760,288120
76561197972501554,785170,384300,440520,266410,1147660,952860,33210,39210,585410,388080
76561197972656828,523120,418910,384300,388080,493080,39210,785170,658160,431730,1085660
76561197972694069,39210,440520,676500,785170,689580,831560,33210,664430,47890,427520
76561197972780653,785170,384300,523120,697610,418910,529240,223410,24980,24960,400040
76561197972860967,39210,785170,384300,585410,477770,33210,1097420,758190,518060,523120
76561197972891673,45300,413420,583010,420000,292030,990050,676500,388080,249550,282400
76561197972914907,431730,676500,427520,249550,447020,479130,562230,834530,1126320,390560
76561197973137951,785170,689580,440520,573060,676500,288120,1098340,427520,764030,266410
76561197973259782,785170,384300,32150,523120,1147660,697610,418910,758480,24980,664430
76561197973313040,39210,785170,585410,477740,408760,1098340,952860,266410,388080,440520
76561197973537560,39210,585410,785170,33210,518060,477770,1097420,758190,440520,408760
76561197973550428,785170,388080,523120,384300,266410,39210,1097420,658160,427520,493080
76561197973574731,785170,39210,689580,518060,764030,1098340,837900,251290,440520,586210
76561197973586571,612020,418910,523120,658160,676500,431730,493080,33650,785170,1085660
76561197973642888,266410,676500,785170,567640,523120,834910,427520,239700,683900,658160
76561197973687114,388080,384300,431730,676500,785170,738540,390560,427520,1126320,664430
76561197973707499,676500,288120,292030,583010,785170,573060,759740,390560,33650,664430
76561197973715214,384300,785170,1147660,952860,266410,440520,39210,585410,251290,834910
76561197973761195,440520,518060,33210,39210,785170,676500,689580,1147660,571530,47890
76561197973807690,384300,785170,1147660,39210,388080,523120,664430,583010,24980,440520
76561197973823676,39210,440520,33210,785170,282400,47890,664430,676500,831560,518060
76561197973855588,676500,39210,1147660,440520,785170,935270,22500,689580,991780,452940
76561197973862242,22500,785170,266410,427520,935270,1097420,689700,384300,676500,573060
76561197973893536,583010,288120,413420,676500,292030,418250,239700,1087270,239120,290730
76561197973936365,384300,785170,440520,33210,1147660,585410,39210,952860,408760,601050
76561197973968175,388080,785170,390560,266410,384300,427520,664430,795630,573060,523120
76561197974032946,431730,785170,384300,523120,418910,428340,676500,493080,22500,834910
76561197974296111,384300,785170,418910,697610,523120,1147660,22500,223410,428340,984780
76561197974492983,785170,388080,39210,266410,523120,384300,664430,440520,427520,1097420
76561197974514195,1098340,785170,529240,502410,384300,658550,1147660,251290,398100,523120
76561197974514439,39210,785170,440520,518060,585410,33210,664430,388080,408760,991780
76561197974628774,785170,676500,431730,266410,834910,764030,677180,428340,863590,1098340
76561197974763418,266410,658160,239700,523120,785170,834910,612020,938220,621810,224500
76561197974830406,39210,10,388080,583010,676500,658160,266410,567640,495280,952860
76561197974838011,785170,676500,664430,427520,39210,440520,1097420,266410,831560,388080
76561197974870467,785170,795630,760350,239700,573060,266410,523120,427520,1098340,938220
76561197974927093,676500,440520,785170,39210,33210,834910,266410,567640,1147660,586210
76561197975161673,785170,523120,612020,447020,1098340,398100,760350,427520,239660,431730
76561197975161831,388080,266410,567640,45300,683900,952860,676500,795630,39210,785170
76561197975196810,785170,384300,447020,266410,390560,427520,523120,289520,1097420,1098340
76561197975223792,39210,10,586210,441770,440520,585410,905370,388080,952860,690770
76561197975346420,39210,990050,518060,785170,758190,1098340,620980,413420,231060,292030
76561197975509822,785170,676500,431730,22500,266410,418910,863590,218230,427520,764030
76561197975531882,785170,39210,689580,991780,676500,440520,1147660,764030,292030,492800
76561197975599159,785170,384300,1098340,39210,834910,523120,1147660,266410,529240,586210
76561197975789537,39210,758190,785170,384300,1097420,523120,480650,888790,586210,477770
76561197975791981,388080,676500,39210,785170,1085660,664430,418910,831560,583010,523120
76561197975812958,785170,39210,523120,384300,676500,427520,664430,266410,1097420,1147660
76561197976134949,1147660,384300,785170,440520,22500,39210,676500,664430,288120,935270
76561197976197932,785170,22500,676500,427520,1097420,689700,266410,948740,935270,523120
76561197976229945,384300,785170,388080,1147660,664430,39210,2800,583010,570940,966610
76561197976301568,676500,1098340,440520,249550,567640,45300,586210,785170,413420,431730
76561197976318407,39210,440520,785170,408760,33210,518060,1147660,585410,384300,460430
76561197976436371,388080,952860,676500,664430,384300,431730,831560,899770,738540,22370
76561197976439249,384300,1147660,400800,251810,257350,10,239700,795630,888790,428180
76561197976453188,676500,440520,785170,39210,1147660,935270,288120,22500,689580,292030
76561197976456830,39210,585410,785170,384300,33210,408760,518060,1097420,440520,1147660
76561197976461486,431730,758190,388080,523120,785170,477770,384300,738540,266410,427520
76561197976553008,384300,388080,523120,266410,658160,428180,795630,785170,505700,760350
76561197976603006,785170,523120,266410,384300,573060,2800,1147660,428180,938220,291930
76561197976677370,785170,418910,523120,39210,1147660,384300,428340,529240,1085660,697610
76561197976754944,689580,676500,785170,39210,440520,664430,388080,831560,991780,292030
76561197976769128,388080,952860,266410,39210,10,676500,431730,477740,567640,583010
76561197976905225,39210,10,583010,1098340,586210,480650,658160,495280,567640,408760
76561197976928307,1098340,785170,658550,529240,502410,518060,251290,39210,459350,251060
76561197976937799,39210,785170,388080,266410,523120,583010,1147660,658160,567640,480650
76561197976948380,384300,785170,390560,388080,24980,427520,266410,523120,477770,440520
76561197976955291,676500,22500,785170,1147660,288120,431730,292030,440520,497180,384300
76561197977080376,388080,384300,785170,266410,523120,428180,658160,664430,1147660,39210
76561197977128021,785170,384300,440520,1147660,266410,664430,33210,427520,676500,39210
76561197977144155,1098340,785170,676500,658550,990050,292030,231060,529240,758190,567640
76561197977193693,39210,785170,1147660,586210,480650,676500,10,567640,229870,231060
76561197977295216,785170,266410,384300,523120,795630,1147660,938220,760350,573060,239700
76561197977316130,384300,39210,785170,1147660,676500,583010,292030,523120,431730,388080
76561197977438379,676500,22500,785170,33650,418910,1147660,612020,935270,292030,288120
76561197977516847,388080,266410,523120,431730,493080,785170,658160,24960,583010,664430
76561197977695815,1098340,529240,785170,658550,502410,398100,231060,758190,760350,644390
76561197977873406,39210,785170,991780,1147660,266410,935270,523120,1097420,664430,492800
76561197977894740,785170,39210,518060,477770,664430,1097420,418910,1085660,33210,523120
76561197977926723,785170,266410,523120,39210,22500,1147660,384300,418910,676500,1097420
76561197978055362,785170,266410,676500,1147660,440520,689580,22500,664430,935270,991780
76561197978071432,39210,785170,523120,758190,585410,384300,493080,1097420,400040,477770
76561197978084628,785170,583010,39210,676500,292030,529240,418910,1147660,523120,1098340
76561197978355474,785170,39210,384300,1147660,440520,408760,480650,1098340,518060,586210
76561197978377877,676500,431730,212500,863590,22500,834910,840800,479130,785170,48720
76561197978477939,47410,785170,834910,251060,764030,863590,496760,251290,212500,4760
76561197978491464,39210,388080,384300,785170,585410,408760,477740,440520,1147660,583010
76561197978513119,785170,384300,523120,1097420,39210,440520,1147660,585410,289520,758190
76561197978644236,785170,39210,1147660,523120,935270,573060,266410,1097420,664430,991780
76561197978742036,384300,785170,39210,1147660,440520,585410,952860,408760,477740,388080
76561197978751586,384300,529240,785170,697610,400040,223410,1098340,205710,758190,239660
76561197978857616,785170,39210,266410,388080,384300,523120,1098340,567640,758190,477740
76561197978949392,1098340,529240,431730,758190,658550,502410,644390,785170,398100,24960
76561197978970339,384300,388080,24980,785170,390560,664430,1126320,523120,738540,477770
76561197979183470,785170,523120,266410,39210,418910,388080,493080,1097420,664430,1085660
76561197979561520,39210,388080,785170,266410,952860,523120,583010,384300,1147660,493080
76561197979665163,10,388080,39210,676500,567640,583010,658160,266410,683900,586210
76561197979680070,39210,10,388080,495280,658160,493080,559340,583010,659480,567640
76561197979724316,493080,431730,418910,834910,612020,1085660,523120,758190,400040,676500
76561197979762213,266410,1097420,447020,841770,427520,408990,707590,379210,919370,586210
76561197979781556,785170,689580,266410,573060,440520,427520,288120,991780,948740,935270
76561197979808585,785170,384300,39210,388080,523120,585410,266410,1097420,1147660,664430
76561197979819289,676500,266410,834910,785170,431730,677180,843380,567640,863590,764030
76561197979859001,266410,388080,952860,785170,39210,585410,707590,384300,477740,448080
76561197979889232,431730,388080,384300,658160,523120,266410,493080,738540,24960,621220
76561197979924186,785170,39210,1147660,518060,251290,440520,33210,764030,408760,1097420
76561197979940324,785170,440520,1097420,39210,1147660,664430,33210,984780,266410,935270
76561197979955891,39210,785170,518060,1147660,991780,523120,480650,583010,586210,251290
76561197980031507,785170,39210,523120,1147660,266410,658160,384300,583010,676500,388080
76561197980051190,785170,384300,427520,440520,1097420,390560,266410,523120,1147660,948740
76561197980170268,493080,523120,658160,266410,431730,834910,785170,384300,24960,39210
76561197980185877,39210,785170,518060,764030,33210,675240,408760,440520,1097420,251060
76561197980192411,785170,384300,1147660,431730,39210,428340,676500,523120,266410,388080
76561197980200300,10,282400,413620,39210,420000,888790,495280,690770,413420,24720
76561197980223684,785170,440520,39210,664430,991780,518060,33210,12330,585410,478980
76561197980235189,39210,785170,523120,266410,1097420,586210,567640,834910,493080,495280
76561197980279663,785170,1147660,529240,384300,583010,39210,523120,291930,418910,292030
76561197980296082,785170,39210,384300,388080,583010,1147660,523120,991780,664430,440520
76561197980344385,39210,785170,518060,408760,585410,388080,384300,583010,33210,758190
76561197980375557,785170,1098340,39210,384300,758190,431730,523120,567640,24960,529240
76561197980500535,384300,785170,22500,1147660,431730,428340,863590,24980,697610,523120
76561197980536123,384300,785170,388080,440520,585410,507270,1147660,570940,664430,24980
76561197980564320,785170,418910,384300,523120,1147660,431730,676500,428340,22500,697610
76561197980583850,785170,1097420,39210,266410,523120,427520,477770,585410,948740,689700
76561197980601874,785170,384300,529240,1147660,39210,1098340,583010,408760,523120,292030
76561197980697165,22500,785170,676500,390560,384300,863590,24980,215280,1147660,825630
76561197980746333,785170,676500,39210,764030,440520,418910,1147660,664430,1097420,431730
76561197980765755,39210,785170,1147660,991780,388080,440520,384300,935270,664430,266410
76561197980843015,384300,785170,1147660,22500,24980,697610,418910,664430,523120,39210
76561197980948509,785170,431730,676500,384300,24960,292030,12520,418910,428340,15370
76561197980969687,758190,39210,785170,431730,384300,477770,33210,675240,408760,523120
76561197981120271,388080,431730,676500,39210,384300,523120,493080,24960,266410,785170
76561197981123394,785170,39210,523120,388080,427520,664430,1097420,935270,266410,573060
76561197981199766,388080,384300,585410,39210,477740,837610,570940,939520,664430,496490
76561197981306468,785170,523120,418910,39210,1147660,266410,658160,384300,1085660,428340
76561197981367874,440520,39210,1147660,676500,689580,991780,785170,288120,292030,441770
76561197981373599,785170,440520,33210,676500,689580,39210,47890,427520,1098340,288120
76561197981398058,39210,952860,388080,266410,1147660,585410,384300,440520,785170,991780
76561197981541539,834910,384300,758190,266410,212500,431730,785170,840800,586210,677180
76561197981543144,39210,1147660,583010,388080,384300,676500,1085660,428340,418910,10
76561197981661747,676500,785170,39210,388080,292030,431730,266410,1147660,664430,440520
76561197981677299,785170,22500,899770,418910,984780,664430,427520,476460,758480,444970
76561197981692482,676500,567640,39210,10,586210,431730,266410,45300,834910,388080
76561197981727642,39210,518060,292030,1098340,583010,785170,495280,990050,758190,620980
76561197981737112,1147660,583010,991780,785170,39210,288120,292030,676500,440520,952860
76561197981880626,39210,388080,408760,10,440520,585410,583010,495280,33210,831560
76561197981924258,785170,384300,39210,266410,834910,1097420,1147660,440520,523120,33210
76561197981957582,785170,440520,952860,1147660,991780,689580,266410,39210,384300,251290
76561197981995573,388080,39210,10,583010,952860,831560,1085660,991780,495280,664430
76561197982022725,785170,583010,529240,1098340,523120,292030,39210,573060,288120,390560
76561197982040246,384300,388080,266410,785170,523120,1147660,585410,952860,428180,658160
76561197982096755,676500,834910,431730,612020,567640,1098340,398100,586210,266410,843380
76561197982133126,676500,785170,418910,431730,39210,523120,834910,428340,1085660,1147660
76561197982159704,384300,785170,1147660,697610,523120,22500,24980,32150,859580,223410
76561197982209263,676500,583010,288120,1087270,292030,1147660,239700,257350,10,683900
76561197982310328,39210,785170,388080,523120,583010,384300,408760,1147660,1085660,758190
76561197982343049,785170,523120,39210,1097420,266410,1147660,384300,573060,427520,948740
76561197982377695,676500,664430,785170,831560,935270,759740,292030,440520,573060,663110
76561197982655136,658160,583010,384300,388080,39210,10,1147660,523120,428180,251810
76561197982659177,785170,523120,418910,33650,676500,612020,427520,759740,431730,292030
76561197982667954,266410,785170,427520,834910,1097420,431730,676500,447020,218230,523120
76561197982713276,785170,266410,431730,834910,384300,676500,523120,39210,1097420,567640
76561197982775303,676500,266410,388080,785170,952860,39210,689580,567640,831560,440520
76561197982813699,785170,676500,388080,39210,583010,1147660,418910,266410,523120,664430
76561197982854055,785170,523120,418910,39210,676500,764030,612020,266410,1097420,948740
76561197982864086,440520,785170,676500,689580,292030,288120,39210,47890,413420,441770
76561197983004018,785170,384300,431730,523120,418910,24960,758190,676500,428340,697610
76561197983046336,266410,785170,676500,427520,431730,440520,834910,795630,567640,948740
76561197983064682,676500,583010,292030,288120,785170,39210,991780,689580,1147660,759740
76561197983127652,22500,384300,785170,2800,497180,33650,888790,33670,935270,252470
76561197983163065,785170,39210,523120,418910,676500,1097420,1085660,1147660,664430,384300
